new	0.0	0.6774	0.3979	0.0756
past	1.0	0.6774	0.3979	0.0757
past	2.0	0.6747	0.4112	0.3068
past	3.0	0.6605	0.4299	0.8367
past	4.0	0.6529	0.4100	0.8513
past	5.0	0.5746	0.3493	0.8272
past	6.0	0.5748	0.3453	0.7536
past	7.0	0.6092	0.3658	0.6192
past	8.0	0.6109	0.3728	0.5046
past	9.0	0.5562	0.4339	0.5039
past	10.0	0.4640	0.4264	0.5207
past	11.0	0.2897	0.2819	0.5160
past	12.0	0.0890	0.1011	0.4998
past	13.0	0.0218	0.0196	0.5070
future	14.0	0.0531	0.0283	0.5419
future	15.0	0.0672	0.0450	0.5055
future	16.0	0.0629	0.0526	0.4377
future	17.0	0.0764	0.0322	0.4355
future	18.0	0.0858	0.0048	0.4422
future	19.0	0.0340	-0.0480	0.4486
future	20.0	0.0207	-0.0560	0.4503
future	21.0	-0.0097	-0.0671	0.4545
future	22.0	-0.0383	-0.0765	0.4344
future	23.0	-0.0353	-0.0658	0.2032
future	24.0	-0.0336	-0.0584	0.1453
future	25.0	-0.0336	-0.0584	0.1453
future	26.0	-0.0336	-0.0584	0.1453
