new	0.0	0.0091	-0.5995	0.0692
past	1.0	0.0139	-0.5984	0.1454
past	2.0	0.0300	-0.6027	0.6750
past	3.0	0.0018	-0.6151	0.8248
past	4.0	-0.0131	-0.6113	0.8430
past	5.0	-0.0222	-0.5853	0.8455
past	6.0	-0.0322	-0.5604	0.8419
past	7.0	-0.0936	-0.4714	0.8482
past	8.0	-0.1108	-0.4238	0.7813
past	9.0	-0.0932	-0.4404	0.6508
past	10.0	-0.0868	-0.4475	0.6216
past	11.0	-0.0823	-0.4376	0.5940
future	12.0	-0.0783	-0.4290	0.5302
future	13.0	-0.0710	-0.3819	0.4847
future	14.0	-0.0639	-0.1944	0.4884
future	15.0	-0.0602	-0.1066	0.4936
future	16.0	-0.0533	-0.1367	0.5172
future	17.0	-0.0299	-0.1455	0.5422
future	18.0	0.0205	-0.1201	0.5291
future	19.0	0.0286	-0.1196	0.2413
future	20.0	0.0406	-0.1250	0.1455
future	21.0	0.0406	-0.1250	0.1455
future	22.0	0.0406	-0.1250	0.1455
