new	0.0	1.0298	-0.5224	0.0830
past	1.0	1.0298	-0.5231	0.0867
past	2.0	1.0243	-0.5239	0.4866
past	3.0	0.9823	-0.5069	0.7969
past	4.0	0.9700	-0.5132	0.8184
past	5.0	0.9104	-0.5620	0.8158
past	6.0	0.7565	-0.4983	0.7937
past	7.0	0.5156	-0.3037	0.7115
past	8.0	0.2597	-0.1283	0.7160
past	9.0	0.2586	-0.0961	0.7303
past	10.0	0.4177	-0.1611	0.7532
past	11.0	0.5920	-0.3231	0.7641
past	12.0	0.6564	-0.5318	0.8197
past	13.0	0.5943	-0.5398	0.9134
past	14.0	0.3384	-0.4283	0.8691
past	15.0	0.0539	-0.2900	0.7454
future	16.0	0.0039	-0.2487	0.6169
future	17.0	0.0653	-0.2390	0.5012
future	18.0	0.1362	-0.1929	0.4691
future	19.0	0.1121	-0.1654	0.4729
future	20.0	0.0046	-0.0438	0.4721
future	21.0	-0.0416	0.0089	0.4837
future	22.0	-0.0285	-0.0059	0.4945
future	23.0	-0.0105	-0.0213	0.4643
future	24.0	-0.0054	-0.0253	0.4712
future	25.0	-0.0290	-0.0456	0.4811
future	26.0	-0.0906	-0.0792	0.4829
future	27.0	-0.0816	-0.0671	0.4732
future	28.0	-0.0514	-0.0493	0.2202
future	29.0	-0.0412	-0.0453	0.1450
future	30.0	-0.0413	-0.0453	0.1450
future	31.0	-0.0413	-0.0453	0.1450
