new	0.0	0.3432	-0.5167	0.0778
past	1.0	0.3432	-0.5167	0.0778
past	2.0	0.3454	-0.5217	0.1269
past	3.0	0.3472	-0.5762	0.6698
past	4.0	0.3427	-0.6118	0.8313
past	5.0	0.3574	-0.6181	0.8137
past	6.0	0.3444	-0.5952	0.7105
past	7.0	0.2074	-0.4711	0.5557
past	8.0	0.0332	-0.3171	0.4076
past	9.0	-0.0289	-0.2921	0.3792
past	10.0	-0.0335	-0.2378	0.4017
past	11.0	-0.0088	-0.0930	0.4330
past	12.0	-0.0360	-0.0439	0.4670
past	13.0	-0.0669	-0.0516	0.4813
past	14.0	-0.0440	-0.0095	0.4953
future	15.0	-0.0586	0.0026	0.4786
future	16.0	-0.0723	-0.0250	0.4412
future	17.0	-0.0598	-0.0397	0.4442
future	18.0	0.0039	0.0068	0.4420
future	19.0	0.0058	0.0102	0.4470
future	20.0	-0.0006	-0.0594	0.4500
future	21.0	0.0238	-0.0689	0.4614
future	22.0	0.0818	0.0107	0.4542
future	23.0	0.0548	0.0265	0.4395
future	24.0	0.0237	0.0192	0.4367
future	25.0	0.0100	0.0249	0.4488
future	26.0	0.0238	-0.0092	0.4562
future	27.0	0.0330	-0.0716	0.4466
future	28.0	0.0106	-0.0832	0.2207
