new	0.0	-1.0148	-0.4313	0.0701
past	1.0	-1.0203	-0.4275	0.1443
past	2.0	-1.0235	-0.3977	0.6873
past	3.0	-0.9986	-0.3624	0.8401
past	4.0	-0.9153	-0.3471	0.8181
past	5.0	-0.6739	-0.3296	0.6925
past	6.0	-0.4049	-0.3113	0.6562
past	7.0	-0.2894	-0.2884	0.6619
past	8.0	-0.3266	-0.2713	0.6786
past	9.0	-0.3179	-0.2428	0.6892
past	10.0	-0.1532	-0.1205	0.6732
future	11.0	-0.0904	-0.0643	0.5768
future	12.0	-0.1123	-0.0638	0.5513
future	13.0	-0.0544	-0.0194	0.5776
future	14.0	-0.0229	-0.0371	0.5909
future	15.0	-0.0107	-0.0639	0.6138
future	16.0	0.0006	-0.0845	0.6250
future	17.0	0.0133	-0.0942	0.5623
future	18.0	0.0193	-0.0933	0.2285
future	19.0	0.0233	-0.0988	0.1461
future	20.0	0.0233	-0.0988	0.1461
future	21.0	0.0233	-0.0988	0.1461
