new	0.0	-0.7308	-1.0064	0.0657
past	1.0	-0.7308	-1.0065	0.0658
past	2.0	-0.7509	-1.0253	0.3813
past	3.0	-0.7790	-1.0454	0.8029
past	4.0	-0.7578	-1.0289	0.8321
past	5.0	-0.7467	-1.0125	0.8259
past	6.0	-0.6190	-0.8653	0.8360
past	7.0	-0.4051	-0.6122	0.8217
past	8.0	-0.2600	-0.3885	0.7112
future	9.0	-0.2352	-0.3682	0.5632
future	10.0	-0.2437	-0.3749	0.5344
future	11.0	-0.2051	-0.2155	0.5565
future	12.0	-0.1467	-0.0286	0.5548
future	13.0	-0.1250	-0.0120	0.5705
future	14.0	-0.1131	-0.0461	0.5975
future	15.0	-0.1098	-0.0745	0.5667
future	16.0	-0.1100	-0.0912	0.5438
future	17.0	-0.1001	-0.0933	0.4078
future	18.0	-0.0856	-0.0942	0.1511
