new	0.0	-0.8452	0.6908	0.0602
past	1.0	-0.8452	0.6908	0.0602
past	2.0	-0.8452	0.6908	0.0602
past	3.0	-0.8492	0.6937	0.1951
past	4.0	-0.8354	0.6899	0.7597
past	5.0	-0.7982	0.6941	0.8225
past	6.0	-0.7467	0.6477	0.8072
past	7.0	-0.5552	0.4721	0.8238
past	8.0	-0.3223	0.2452	0.8151
past	9.0	-0.1379	0.0798	0.7386
past	10.0	-0.1261	0.0839	0.5770
past	11.0	-0.1510	0.1087	0.5154
future	12.0	-0.1487	0.1168	0.5381
future	13.0	-0.1368	0.1044	0.5508
future	14.0	-0.1406	0.0770	0.5545
future	15.0	-0.1254	-0.0029	0.5530
future	16.0	-0.1074	-0.0321	0.5584
future	17.0	-0.1004	-0.0310	0.5828
future	18.0	-0.0900	-0.0565	0.6027
future	19.0	-0.0841	-0.0621	0.6038
future	20.0	-0.0697	-0.0648	0.4307
future	21.0	-0.0720	-0.0679	0.1530
future	22.0	-0.0742	-0.0666	0.1448
future	23.0	-0.0742	-0.0666	0.1448
