new	0.0	0.0987	0.7619	0.1939
past	1.0	0.1129	0.7874	0.6630
past	2.0	0.1356	0.7848	0.8426
past	3.0	0.1388	0.7599	0.7939
past	4.0	0.1145	0.5929	0.6671
past	5.0	0.0680	0.3185	0.5514
past	6.0	0.0182	0.0867	0.5525
past	7.0	0.0166	0.0580	0.5651
past	8.0	0.0208	0.0903	0.6041
past	9.0	0.0085	0.0992	0.6389
past	10.0	-0.0302	0.0596	0.6561
future	11.0	-0.1116	-0.0429	0.6215
future	12.0	-0.1162	-0.0539	0.4956
future	13.0	-0.1068	-0.0335	0.4766
future	14.0	-0.0673	-0.0754	0.4962
future	15.0	-0.0584	-0.1072	0.5118
future	16.0	-0.0798	-0.0889	0.5171
future	17.0	-0.0881	-0.0704	0.5181
future	18.0	-0.0873	-0.0694	0.5175
future	19.0	-0.0835	-0.0815	0.4592
future	20.0	-0.0879	-0.0864	0.1811
