new	0.0	-0.3310	-1.3070	0.0715
past	1.0	-0.3233	-1.3093	0.1258
past	2.0	-0.3004	-1.3142	0.6943
past	3.0	-0.3061	-1.3128	0.9128
past	4.0	-0.2976	-1.3029	0.8284
past	5.0	-0.2696	-1.2938	0.7858
past	6.0	-0.2750	-1.2423	0.7915
past	7.0	-0.3071	-1.0140	0.7838
past	8.0	-0.3109	-0.9219	0.7130
past	9.0	-0.2937	-0.9606	0.6383
past	10.0	-0.2436	-0.8751	0.5999
past	11.0	-0.1429	-0.6434	0.6034
past	12.0	-0.0725	-0.3757	0.5919
past	13.0	-0.0731	-0.2835	0.5860
past	14.0	-0.1207	-0.1827	0.5733
past	15.0	-0.1545	-0.1221	0.4796
future	16.0	-0.1459	-0.1593	0.4189
future	17.0	-0.1542	-0.1860	0.4309
future	18.0	-0.1598	-0.1970	0.4378
future	19.0	-0.1484	-0.2042	0.4313
future	20.0	-0.1391	-0.2007	0.4296
future	21.0	-0.1019	-0.1523	0.4327
future	22.0	-0.0934	-0.1409	0.4477
future	23.0	-0.0974	-0.1225	0.4578
future	24.0	-0.0917	-0.0939	0.4655
future	25.0	-0.0959	-0.0809	0.4754
future	26.0	-0.0954	-0.0554	0.4673
future	27.0	-0.0968	-0.0572	0.2126
future	28.0	-0.0954	-0.0662	0.1444
future	29.0	-0.0954	-0.0661	0.1444
future	30.0	-0.0954	-0.0661	0.1443
