0.00	0	1.2155	-0.2201	0.8478
1.00	0	1.1179	-0.0759	0.8436
2.00	0	0.9669	-0.1110	0.8406
3.00	0	0.7974	-0.1008	0.8133
4.00	0	0.6534	-0.1282	0.8305
5.00	0	0.4964	-0.1385	0.8140
6.00	0	0.3512	-0.1064	0.8191
7.00	0	0.2372	-0.0827	0.8440
8.00	0	0.0952	-0.0760	0.8843
9.00	0	-0.0395	-0.0457	0.8847
10.00	0	0.0439	-0.0165	0.3553
11.00	0	0.0552	-0.0106	0.2739
12.00	0	0.0684	-0.0044	0.1966
13.00	0	0.0860	0.0006	0.1472
14.00	0	0.1135	0.0009	0.1376
15.00	0	0.1182	0.0008	0.1370
16.00	0	0.1183	0.0009	0.1370
17.00	0	0.1182	0.0009	0.1370
18.00	0	0.1183	0.0009	0.1370
19.00	0	0.1183	0.0009	0.1370
20.00	1	1.2146	-0.2201	0.8478
21.00	1	1.1169	-0.0760	0.8436
22.00	1	0.9657	-0.1109	0.8406
23.00	1	0.7962	-0.1008	0.8132
24.00	1	0.6529	-0.1283	0.8304
25.00	1	0.4964	-0.1385	0.8141
26.00	1	0.3514	-0.1064	0.8193
27.00	1	0.2374	-0.0827	0.8440
28.00	1	0.0954	-0.0760	0.8845
29.00	1	-0.0392	-0.0457	0.8847
30.00	1	0.0445	-0.0162	0.3514
31.00	1	0.0558	-0.0103	0.2701
32.00	1	0.0690	-0.0041	0.1931
33.00	1	0.0865	0.0006	0.1481
34.00	1	0.1148	0.0006	0.1375
35.00	1	0.1182	0.0009	0.1370
36.00	1	0.1183	0.0009	0.1370
37.00	1	0.1183	0.0009	0.1369
38.00	1	0.1183	0.0009	0.1370
39.00	1	0.1183	0.0009	0.1370
40.00	2	1.2136	-0.2201	0.8478
41.00	2	1.1159	-0.0762	0.8436
42.00	2	0.9645	-0.1108	0.8407
43.00	2	0.7949	-0.1008	0.8132
44.00	2	0.6524	-0.1283	0.8304
45.00	2	0.4964	-0.1384	0.8142
46.00	2	0.3515	-0.1065	0.8195
47.00	2	0.2376	-0.0827	0.8440
48.00	2	0.0956	-0.0759	0.8847
49.00	2	-0.0389	-0.0457	0.8847
50.00	2	0.0450	-0.0159	0.3475
51.00	2	0.0564	-0.0100	0.2662
52.00	2	0.0696	-0.0039	0.1898
53.00	2	0.0871	0.0007	0.1489
54.00	2	0.1146	0.0006	0.1375
55.00	2	0.1182	0.0009	0.1370
56.00	2	0.1182	0.0009	0.1370
57.00	2	0.1183	0.0009	0.1369
58.00	2	0.1183	0.0009	0.1370
59.00	2	0.1183	0.0009	0.1370
