400.00	20	-0.7330	-1.0080	0.1026
401.00	20	-0.7797	-1.0449	0.8195
402.00	20	-0.7539	-1.0277	0.8284
403.00	20	-0.6535	-0.9030	0.8365
404.00	20	-0.3542	-0.5431	0.8170
405.00	20	-0.2346	-0.3569	0.6191
406.00	20	-0.2460	-0.3858	0.5299
407.00	20	-0.1826	-0.1356	0.5576
408.00	20	-0.1313	-0.0048	0.5607
409.00	20	-0.1115	-0.0511	0.6010
410.00	20	-0.1070	-0.0951	0.5434
411.00	20	-0.1064	-0.0951	0.5366
412.00	20	-0.1064	-0.0951	0.5366
413.00	20	-0.1053	-0.0948	0.5138
414.00	20	-0.1053	-0.0948	0.5138
415.00	20	-0.1035	-0.0939	0.4696
416.00	20	-0.1023	-0.0934	0.4434
417.00	20	-0.1011	-0.0930	0.4180
418.00	20	-0.0992	-0.0924	0.3814
419.00	20	-0.0866	-0.0949	0.1447
420.00	21	-0.7338	-1.0087	0.1194
421.00	21	-0.7817	-1.0478	0.8150
422.00	21	-0.7543	-1.0272	0.8273
423.00	21	-0.6628	-0.9133	0.8360
424.00	21	-0.3619	-0.5553	0.8196
425.00	21	-0.2346	-0.3569	0.6191
426.00	21	-0.2466	-0.3853	0.5318
427.00	21	-0.1890	-0.1577	0.5581
428.00	21	-0.1313	-0.0048	0.5607
429.00	21	-0.1125	-0.0475	0.5990
430.00	21	-0.1073	-0.0951	0.5456
431.00	21	-0.1065	-0.0952	0.5383
432.00	21	-0.1062	-0.0951	0.5327
433.00	21	-0.1048	-0.0945	0.5019
434.00	21	-0.1039	-0.0941	0.4804
435.00	21	-0.1019	-0.0932	0.4341
436.00	21	-0.1016	-0.0931	0.4278
437.00	21	-0.1005	-0.0927	0.4050
438.00	21	-0.0992	-0.0924	0.3814
439.00	21	-0.0866	-0.0949	0.1447
