new	0.0	-0.4936	-1.2798	0.0700
past	1.0	-0.4958	-1.2827	0.1306
past	2.0	-0.5113	-1.2869	0.6690
past	3.0	-0.5148	-1.2543	0.8163
past	4.0	-0.5056	-1.2412	0.8009
past	5.0	-0.3923	-1.1359	0.8162
past	6.0	-0.2031	-0.9211	0.8205
past	7.0	-0.1132	-0.7708	0.8063
past	8.0	-0.1350	-0.7266	0.8120
past	9.0	-0.1244	-0.4982	0.8047
past	10.0	-0.0818	-0.2102	0.6612
future	11.0	-0.0675	-0.1223	0.4962
future	12.0	-0.0677	-0.1351	0.4463
future	13.0	-0.0798	-0.0734	0.4679
future	14.0	-0.0912	-0.0536	0.4975
future	15.0	-0.0882	-0.0627	0.5094
future	16.0	-0.0800	-0.0658	0.5119
future	17.0	-0.0709	-0.0555	0.3293
future	18.0	-0.0587	-0.0601	0.1456
future	19.0	-0.0585	-0.0609	0.1449
future	20.0	-0.0585	-0.0609	0.1449
future	21.0	-0.0585	-0.0609	0.1449
