new	0.0	0.6318	-0.4931	0.0710
past	1.0	0.6374	-0.4927	0.1600
past	2.0	0.6131	-0.4872	0.6914
past	3.0	0.5731	-0.4903	0.8171
past	4.0	0.4468	-0.4840	0.7598
past	5.0	0.1450	-0.4641	0.6035
past	6.0	-0.1336	-0.4576	0.5264
past	7.0	-0.2564	-0.5900	0.5371
past	8.0	-0.3153	-0.8322	0.5494
past	9.0	-0.3400	-0.8197	0.5672
past	10.0	-0.3283	-0.5656	0.5865
past	11.0	-0.3064	-0.2672	0.6055
past	12.0	-0.2387	-0.1076	0.6041
past	13.0	-0.0876	-0.1446	0.5544
future	14.0	-0.0553	-0.1563	0.4692
future	15.0	-0.0339	-0.1621	0.4645
future	16.0	0.0284	-0.2108	0.4784
future	17.0	0.0332	-0.2226	0.4782
future	18.0	0.0228	-0.2565	0.4803
future	19.0	0.0666	-0.1430	0.4739
future	20.0	0.1086	-0.0884	0.4775
future	21.0	0.1158	-0.1430	0.4754
future	22.0	0.0934	-0.1732	0.4759
future	23.0	0.0113	-0.1415	0.4631
future	24.0	0.0026	-0.1206	0.2297
future	25.0	0.0171	-0.1079	0.1456
future	26.0	0.0171	-0.1079	0.1456
