new	7.0	-1.3359	-0.0365	0.8479
past	8.0	-1.1322	-0.2595	0.8574
past	9.0	-1.0161	-0.3953	0.9129
past	10.0	-1.0216	-0.3844	0.8343
past	11.0	-0.9564	-0.3675	0.7094
past	12.0	-0.7171	-0.3050	0.5781
past	13.0	-0.5391	-0.2624	0.5384
past	14.0	-0.3505	-0.2163	0.5563
past	15.0	-0.1477	-0.1774	0.5639
past	16.0	-0.1515	-0.1627	0.5800
past	17.0	-0.1801	-0.1481	0.5964
past	18.0	-0.1924	-0.1512	0.5986
past	19.0	-0.1954	-0.1257	0.5971
past	20.0	-0.1486	0.0085	0.5866
past	21.0	-0.1320	0.0351	0.5815
past	22.0	-0.1373	0.0194	0.5930
past	23.0	-0.1402	0.0152	0.6051
past	24.0	-0.1402	0.0223	0.5625
future	25.0	-0.1367	0.0196	0.5221
future	26.0	-0.1669	0.0305	0.5291
future	27.0	-0.0674	0.0278	0.5381
future	28.0	0.0594	0.0100	0.5396
future	29.0	0.0446	0.0215	0.5622
future	30.0	0.0086	0.0368	0.5731
future	31.0	0.0141	-0.0401	0.5778
future	32.0	0.0234	-0.1264	0.5865
future	33.0	0.0364	-0.1160	0.5463
future	34.0	0.0414	-0.1046	0.4818
future	35.0	0.0191	-0.1171	0.4908
future	36.0	-0.0025	-0.1449	0.5074
future	37.0	-0.0209	-0.1696	0.5132
future	38.0	-0.0134	-0.1514	0.5205
future	39.0	-0.0108	-0.1082	0.5236
future	40.0	-0.0038	-0.1288	0.4462
future	41.0	0.0121	-0.1609	0.1701
future	42.0	0.0154	-0.1659	0.1462
future	43.0	0.0154	-0.1659	0.1462
