new	0.0	-0.7278	-0.3176	0.0623
past	1.0	-0.7278	-0.3178	0.0624
past	2.0	-0.7479	-0.3226	0.3606
past	3.0	-0.8053	-0.2884	0.8935
past	4.0	-0.8065	-0.2637	0.8745
past	5.0	-0.7942	-0.2810	0.7894
past	6.0	-0.7855	-0.2867	0.6990
past	7.0	-0.7864	-0.2842	0.5582
past	8.0	-0.7890	-0.2948	0.4487
past	9.0	-0.7391	-0.2242	0.4484
past	10.0	-0.5993	-0.0504	0.4492
past	11.0	-0.4605	0.0341	0.4405
past	12.0	-0.3774	-0.0009	0.4369
future	13.0	-0.2659	-0.1337	0.4513
future	14.0	-0.2068	-0.1922	0.4766
future	15.0	-0.1861	-0.1249	0.4628
future	16.0	-0.1175	-0.0070	0.4347
future	17.0	-0.1328	0.0020	0.4317
future	18.0	-0.1364	-0.0251	0.4344
future	19.0	-0.0755	-0.0683	0.4389
future	20.0	-0.0691	-0.0518	0.4371
future	21.0	-0.0766	-0.0650	0.4436
future	22.0	-0.0704	-0.0955	0.4440
future	23.0	-0.0769	-0.0816	0.4351
future	24.0	-0.0752	-0.0723	0.2249
