new	0.0	0.6663	0.4988	0.0739
past	1.0	0.6763	0.4954	0.1926
past	2.0	0.6857	0.4507	0.7276
past	3.0	0.6564	0.4049	0.8229
past	4.0	0.6645	0.4026	0.8203
past	5.0	0.6039	0.3280	0.8270
past	6.0	0.4003	0.1031	0.8455
past	7.0	0.2076	-0.1190	0.7877
past	8.0	0.1800	-0.1374	0.6452
past	9.0	0.2091	-0.0940	0.5117
past	10.0	0.2216	-0.0606	0.4583
future	11.0	0.1832	-0.0159	0.4816
future	12.0	0.1523	-0.0440	0.4963
future	13.0	0.0750	-0.1941	0.5027
future	14.0	0.0601	-0.2374	0.5097
future	15.0	0.0209	-0.1779	0.5067
future	16.0	-0.0025	-0.1439	0.5142
future	17.0	0.0009	-0.1404	0.4574
future	18.0	-0.0063	-0.1276	0.1744
future	19.0	-0.0039	-0.1245	0.1466
future	20.0	-0.0039	-0.1245	0.1463
