new	0.0	-1.0250	0.5793	0.0603
past	1.0	-1.0250	0.5793	0.0603
past	2.0	-1.0250	0.5793	0.0603
past	3.0	-1.0250	0.5794	0.0603
past	4.0	-1.0450	0.5782	0.2566
past	5.0	-1.0855	0.5851	0.7631
past	6.0	-1.0700	0.5847	0.8131
past	7.0	-0.9841	0.5040	0.8138
past	8.0	-0.7411	0.2954	0.8020
past	9.0	-0.4872	0.1057	0.7664
past	10.0	-0.4062	0.0777	0.6259
past	11.0	-0.4192	0.0939	0.4880
past	12.0	-0.4304	0.0948	0.4583
past	13.0	-0.3913	0.1031	0.4750
future	14.0	-0.1899	0.1046	0.4819
future	15.0	-0.0366	0.1056	0.4739
future	16.0	-0.0462	0.1055	0.4761
future	17.0	-0.0740	0.0828	0.4929
future	18.0	-0.1663	-0.0108	0.4972
future	19.0	-0.1894	-0.0240	0.4305
future	20.0	-0.1672	-0.0124	0.3754
future	21.0	-0.0909	-0.0400	0.3855
future	22.0	-0.0512	-0.0475	0.4255
future	23.0	-0.0587	-0.0421	0.4513
future	24.0	-0.0362	-0.0627	0.4543
future	25.0	-0.0184	-0.0639	0.4647
future	26.0	-0.0099	-0.0522	0.3172
