1.77	-0.6478	0.8622	0.7547
2.27	-0.5340	0.7524	0.7568
2.68	-0.4209	0.6331	0.7564
3.14	-0.2831	0.4949	0.7539
3.62	-0.1242	0.3495	0.7505
3.90	-0.0350	0.2713	0.7470
4.32	0.0657	0.1855	0.7401
4.99	0.1413	0.1247	0.7355
5.67	0.1127	0.1342	0.7465
6.32	0.0055	0.0419	0.7722
6.72	-0.0565	-0.0145	0.7781
7.35	-0.0726	-0.0100	0.7816
7.74	-0.0643	0.0091	0.7834
8.52	-0.0246	0.0033	0.7841
9.21	-0.0174	-0.0010	0.7860
9.84	-0.0391	0.0128	0.7881
10.33	-0.0517	0.0156	0.7661
11.28	-0.0875	0.0114	0.3719
11.72	-0.1058	0.0053	0.1740
12.68	-0.1311	0.0059	0.0728
1.88	-0.6272	0.8433	0.7545
2.19	-0.5552	0.7737	0.7562
2.68	-0.4233	0.6356	0.7564
3.01	-0.3231	0.5335	0.7549
3.64	-0.1214	0.3471	0.7504
3.89	-0.0375	0.2734	0.7471
4.42	0.0871	0.1682	0.7388
5.07	0.1406	0.1260	0.7354
5.87	0.0884	0.1178	0.7543
6.17	0.0340	0.0690	0.7673
6.80	-0.0623	-0.0187	0.7784
7.02	-0.0718	-0.0206	0.7802
7.84	-0.0617	0.0123	0.7840
8.50	-0.0256	0.0039	0.7842
9.01	-0.0133	-0.0036	0.7850
9.77	-0.0368	0.0117	0.7879
10.32	-0.0513	0.0156	0.7687
11.09	-0.0775	0.0139	0.4689
11.93	-0.1169	0.0043	0.0984
12.60	-0.1311	0.0058	0.0728
1.76	-0.6493	0.8636	0.7547
2.17	-0.5594	0.7779	0.7560
2.59	-0.4491	0.6631	0.7569
3.05	-0.3125	0.5232	0.7547
3.47	-0.1763	0.3960	0.7518
3.95	-0.0228	0.2607	0.7462
4.32	0.0691	0.1828	0.7399
5.10	0.1400	0.1267	0.7355
5.60	0.1204	0.1370	0.7433
6.23	0.0228	0.0583	0.7693
6.79	-0.0617	-0.0183	0.7783
7.15	-0.0733	-0.0184	0.7807
7.81	-0.0627	0.0112	0.7838
8.33	-0.0359	0.0098	0.7846
9.04	-0.0136	-0.0034	0.7852
9.81	-0.0374	0.0120	0.7880
10.45	-0.0545	0.0154	0.7394
10.97	-0.0721	0.0149	0.5219
11.68	-0.1041	0.0058	0.1915
12.69	-0.1311	0.0059	0.0728
1.77	-0.6478	0.8622	0.7547
2.16	-0.5634	0.7821	0.7559
2.79	-0.3967	0.6078	0.7559
3.13	-0.2885	0.5001	0.7541
3.47	-0.1735	0.3936	0.7517
3.90	-0.0350	0.2713	0.7470
4.39	0.0822	0.1720	0.7390
4.92	0.1409	0.1244	0.7355
5.74	0.1052	0.1300	0.7491
6.27	0.0149	0.0507	0.7706
6.77	-0.0610	-0.0178	0.7782
7.09	-0.0728	-0.0196	0.7806
7.65	-0.0667	0.0053	0.7827
8.50	-0.0256	0.0039	0.7842
9.12	-0.0149	-0.0026	0.7856
9.57	-0.0291	0.0080	0.7871
10.20	-0.0485	0.0158	0.7821
11.13	-0.0800	0.0134	0.4444
11.93	-0.1169	0.0043	0.0984
12.56	-0.1311	0.0060	0.0728
1.77	-0.6478	0.8622	0.7547
2.28	-0.5318	0.7502	0.7568
2.79	-0.3967	0.6078	0.7559
3.13	-0.2885	0.5001	0.7541
3.52	-0.1599	0.3812	0.7515
3.89	-0.0375	0.2734	0.7471
4.51	0.1040	0.1545	0.7380
4.92	0.1410	0.1244	0.7355
5.84	0.0921	0.1207	0.7532
6.29	0.0086	0.0448	0.7717
6.77	-0.0603	-0.0174	0.7782
7.05	-0.0724	-0.0201	0.7804
7.82	-0.0625	0.0115	0.7839
8.37	-0.0333	0.0084	0.7845
9.22	-0.0176	-0.0008	0.7860
9.69	-0.0331	0.0100	0.7876
10.16	-0.0478	0.0158	0.7841
11.06	-0.0762	0.0142	0.4811
11.76	-0.1077	0.0049	0.1571
12.53	-0.1311	0.0061	0.0728
1.92	-0.6203	0.8371	0.7547
2.17	-0.5594	0.7779	0.7560
2.64	-0.4325	0.6458	0.7566
3.14	-0.2831	0.4949	0.7539
3.55	-0.1516	0.3739	0.7513
