0.26	1.2007	-0.0772	0.8844
0.67	1.2061	-0.0770	0.8812
1.13	1.2091	-0.0749	0.8790
1.51	1.1929	-0.0696	0.8835
2.07	1.0259	-0.0454	0.8879
2.38	0.8751	-0.0274	0.8868
3.07	0.4687	0.0220	0.8828
3.77	0.0889	0.0610	0.9009
4.47	-0.0897	0.0647	0.8842
5.12	-0.1024	0.0608	0.8612
5.73	-0.0736	0.0522	0.8643
6.35	-0.0709	0.0412	0.8850
6.94	-0.0771	0.0400	0.8963
7.52	-0.0881	0.0410	0.9025
8.33	-0.1038	0.0289	0.8960
9.12	-0.1114	0.0258	0.8928
9.59	-0.1151	0.0275	0.8495
10.22	-0.1263	0.0321	0.5919
10.84	-0.1336	0.0495	0.2953
11.44	-0.1354	0.0677	0.0726
0.34	1.2020	-0.0772	0.8834
0.62	1.2056	-0.0771	0.8815
1.17	1.2091	-0.0748	0.8791
1.61	1.1773	-0.0665	0.8851
1.92	1.0871	-0.0530	0.8877
2.52	0.7976	-0.0177	0.8854
3.09	0.4525	0.0237	0.8830
3.62	0.1544	0.0553	0.8967
4.23	-0.0444	0.0652	0.8939
4.91	-0.1094	0.0624	0.8653
5.60	-0.0777	0.0543	0.8617
6.43	-0.0715	0.0404	0.8871
7.09	-0.0801	0.0410	0.8985
7.74	-0.0926	0.0386	0.9016
8.19	-0.1019	0.0309	0.8971
8.94	-0.1096	0.0252	0.8949
9.48	-0.1140	0.0273	0.8707
10.13	-0.1244	0.0307	0.6379
10.93	-0.1340	0.0521	0.2586
11.42	-0.1348	0.0673	0.0753
0.33	1.2018	-0.0772	0.8835
0.72	1.2068	-0.0768	0.8808
1.19	1.2090	-0.0746	0.8793
1.49	1.1948	-0.0701	0.8833
1.99	1.0611	-0.0498	0.8879
2.47	0.8255	-0.0212	0.8860
2.92	0.5642	0.0112	0.8820
3.52	0.1977	0.0509	0.8933
4.34	-0.0685	0.0649	0.8895
5.04	-0.1052	0.0614	0.8623
5.77	-0.0726	0.0515	0.8653
6.44	-0.0716	0.0404	0.8873
7.01	-0.0784	0.0405	0.8974
7.61	-0.0898	0.0404	0.9025
8.24	-0.1027	0.0302	0.8967
9.12	-0.1114	0.0258	0.8928
9.70	-0.1161	0.0276	0.8228
10.22	-0.1265	0.0322	0.5877
11.05	-0.1347	0.0562	0.2048
11.65	-0.1380	0.0727	0.0734
0.34	1.2020	-0.0772	0.8834
0.71	1.2066	-0.0768	0.8809
1.08	1.2091	-0.0752	0.8789
1.56	1.1859	-0.0682	0.8843
2.09	1.0185	-0.0445	0.8879
2.38	0.8751	-0.0274	0.8868
3.04	0.4848	0.0202	0.8825
3.77	0.0889	0.0610	0.9009
4.20	-0.0368	0.0653	0.8950
4.94	-0.1087	0.0621	0.8644
5.59	-0.0780	0.0544	0.8616
6.35	-0.0709	0.0412	0.8850
7.11	-0.0804	0.0411	0.8988
7.49	-0.0876	0.0411	0.9024
8.46	-0.1051	0.0276	0.8955
8.94	-0.1096	0.0252	0.8949
9.67	-0.1159	0.0276	0.8302
10.22	-0.1263	0.0321	0.5919
10.82	-0.1334	0.0488	0.3064
11.42	-0.1348	0.0673	0.0753
0.18	1.1992	-0.0773	0.8854
0.64	1.2058	-0.0771	0.8814
1.04	1.2090	-0.0753	0.8789
1.61	1.1773	-0.0665	0.8851
2.08	1.0222	-0.0450	0.8879
2.49	0.8162	-0.0201	0.8858
3.14	0.4203	0.0272	0.8836
3.52	0.1977	0.0509	0.8933
4.18	-0.0328	0.0654	0.8955
5.04	-0.1052	0.0614	0.8623
5.78	-0.0724	0.0513	0.8655
6.46	-0.0718	0.0402	0.8881
7.11	-0.0804	0.0411	0.8988
7.58	-0.0893	0.0406	0.9025
8.36	-0.1041	0.0286	0.8959
8.87	-0.1089	0.0252	0.8952
9.68	-0.1160	0.0276	0.8278
10.22	-0.1263	0.0321	0.5919
11.08	-0.1348	0.0570	0.1943
11.55	-0.1367	0.0700	0.0804
0.27	1.2010	-0.0772	0.8842
0.73	1.2069	-0.0767	0.8807
1.07	1.2091	-0.0752	0.8789
1.47	1.1967	-0.0705	0.8830
2.09	1.0185	-0.0445	0.8879
2.44	0.8437	-0.0235	0.8864
3.12	0.4363	0.0255	0.8833
3.67	0.1288	0.0576	0.8986
4.20	-0.0387	0.0654	0.8947
4.97	-0.1079	0.0619	0.8638
5.55	-0.0801	0.0551	0.8608
6.22	-0.0698	0.0428	0.8807
7.04	-0.0791	0.0406	0.8978
7.51	-0.0879	0.0410	0.9025
8.17	-0.1016	0.0313	0.8973
8.89	-0.1091	0.0252	0.8951
9.65	-0.1157	0.0276	0.8349
10.30	-0.1279	0.0337	0.5499
10.90	-0.1339	0.0513	0.2696
11.54	-0.1367	0.0699	0.0805
0.21	1.1997	-0.0772	0.8850
0.79	1.2075	-0.0764	0.8802
1.19	1.2090	-0.0746	0.8793
1.61	1.1773	-0.0665	0.8851
1.92	1.0902	-0.0534	0.8876
2.38	0.8751	-0.0274	0.8868
2.90	0.5746	0.0100	0.8820
3.64	0.1433	0.0564	0.8976
4.20	-0.0368	0.0653	0.8950
5.12	-0.1024	0.0608	0.8612
5.75	-0.0730	0.0518	0.8649
6.20	-0.0697	0.0431	0.8801
6.86	-0.0759	0.0395	0.8953
7.49	-0.0876	0.0411	0.9024
8.29	-0.1033	0.0295	0.8963
8.87	-0.1089	0.0252	0.8952
9.72	-0.1164	0.0276	0.8149
10.32	-0.1284	0.0343	0.5374
11.04	-0.1346	0.0559	0.2083
11.58	-0.1368	0.0706	0.0792
0.36	1.2022	-0.0772	0.8832
0.67	1.2061	-0.0770	0.8812
1.12	1.2091	-0.0750	0.8789
1.52	1.1907	-0.0691	0.8838
1.94	1.0808	-0.0522	0.8878
2.45	0.8392	-0.0230	0.8863
3.12	0.4363	0.0255	0.8833
3.60	0.1620	0.0545	0.8961
4.30	-0.0603	0.0650	0.8911
5.20	-0.0983	0.0599	0.8602
5.52	-0.0809	0.0553	0.8606
6.26	-0.0701	0.0422	0.8821
7.13	-0.0809	0.0412	0.8990
7.63	-0.0903	0.0401	0.9024
8.31	-0.1034	0.0293	0.8962
8.90	-0.1092	0.0252	0.8951
9.64	-0.1156	0.0275	0.8372
10.27	-0.1273	0.0331	0.5667
10.99	-0.1344	0.0543	0.2297
11.63	-0.1372	0.0723	0.0732
0.26	1.2008	-0.0772	0.8843
0.73	1.2069	-0.0767	0.8807
