2.18	-1.0201	-1.3381	0.8980
2.67	-0.9095	-1.1765	0.8880
3.03	-0.8268	-1.0553	0.8755
3.30	-0.7624	-0.9659	0.8698
3.73	-0.6544	-0.8208	0.8662
4.08	-0.5660	-0.7023	0.8640
4.66	-0.4125	-0.5076	0.8567
5.14	-0.2834	-0.3438	0.8482
5.71	-0.1526	-0.1702	0.8370
6.11	-0.1000	-0.1061	0.8341
6.74	-0.0712	-0.0856	0.8401
7.28	-0.0576	-0.0887	0.8538
7.73	-0.0655	-0.1153	0.8651
8.36	-0.0993	-0.1756	0.8341
8.74	-0.1234	-0.2154	0.6964
9.33	-0.1604	-0.2811	0.4062
9.98	-0.1988	-0.3672	0.1270
10.55	-0.2490	-0.4420	0.0703
10.85	-0.2542	-0.4482	0.0702
11.34	-0.2550	-0.4485	0.0702
2.29	-0.9944	-1.3014	0.8973
2.52	-0.9437	-1.2271	0.8929
2.99	-0.8365	-1.0692	0.8768
3.37	-0.7439	-0.9410	0.8687
3.78	-0.6419	-0.8040	0.8658
4.20	-0.5356	-0.6630	0.8631
4.76	-0.3856	-0.4735	0.8554
5.23	-0.2595	-0.3127	0.8460
5.56	-0.1809	-0.2075	0.8393
6.22	-0.0917	-0.0975	0.8344
6.81	-0.0692	-0.0859	0.8416
7.26	-0.0578	-0.0883	0.8534
7.66	-0.0626	-0.1094	0.8637
8.18	-0.0889	-0.1573	0.8624
8.86	-0.1313	-0.2280	0.6403
9.39	-0.1642	-0.2892	0.3747
9.90	-0.1938	-0.3567	0.1529
10.38	-0.2365	-0.4274	0.0710
10.92	-0.2544	-0.4483	0.0702
11.23	-0.2549	-0.4485	0.0702
2.24	-1.0073	-1.3199	0.8978
2.57	-0.9323	-1.2102	0.8914
2.93	-0.8521	-1.0917	0.8791
3.37	-0.7439	-0.9410	0.8687
3.79	-0.6398	-0.8012	0.8658
4.07	-0.5682	-0.7051	0.8641
4.63	-0.4193	-0.5159	0.8574
5.23	-0.2595	-0.3127	0.8460
5.58	-0.1775	-0.2031	0.8391
6.33	-0.0842	-0.0906	0.8351
6.81	-0.0692	-0.0859	0.8416
7.36	-0.0568	-0.0907	0.8562
7.79	-0.0684	-0.1204	0.8663
8.29	-0.0948	-0.1678	0.8489
8.72	-0.1217	-0.2127	0.7079
9.39	-0.1637	-0.2882	0.3786
9.82	-0.1886	-0.3453	0.1848
10.41	-0.2387	-0.4306	0.0706
10.99	-0.2547	-0.4484	0.0702
11.22	-0.2549	-0.4485	0.0702
2.18	-1.0201	-1.3381	0.8980
2.64	-0.9152	-1.1849	0.8889
3.02	-0.8307	-1.0609	0.8760
3.36	-0.7459	-0.9437	0.8689
3.77	-0.6440	-0.8068	0.8659
4.23	-0.5291	-0.6545	0.8629
4.68	-0.4058	-0.4990	0.8565
5.11	-0.2922	-0.3551	0.8490
5.58	-0.1775	-0.2031	0.8391
6.29	-0.0867	-0.0928	0.8348
6.61	-0.0739	-0.0852	0.8382
7.20	-0.0588	-0.0873	0.8517
7.86	-0.0718	-0.1264	0.8676
8.26	-0.0934	-0.1654	0.8528
8.76	-0.1251	-0.2181	0.6847
9.39	-0.1637	-0.2882	0.3786
9.91	-0.1943	-0.3578	0.1499
10.47	-0.2440	-0.4367	0.0706
10.90	-0.2544	-0.4482	0.0702
11.25	-0.2549	-0.4485	0.0701
2.31	-0.9907	-1.2960	0.8972
2.50	-0.9474	-1.2329	0.8933
3.05	-0.8209	-1.0469	0.8748
3.35	-0.7480	-0.9464	0.8689
3.64	-0.6774	-0.8518	0.8668
4.17	-0.5422	-0.6714	0.8633
4.66	-0.4103	-0.5047	0.8567
5.12	-0.2899	-0.3523	0.8487
5.68	-0.1585	-0.1778	0.8374
6.14	-0.0978	-0.1037	0.8341
6.85	-0.0680	-0.0860	0.8425
7.16	-0.0599	-0.0868	0.8503
7.68	-0.0632	-0.1108	0.8641
8.35	-0.0987	-0.1747	0.8359
8.79	-0.1268	-0.2208	0.6728
9.27	-0.1571	-0.2740	0.4345
9.83	-0.1891	-0.3464	0.1815
10.47	-0.2425	-0.4354	0.0709
10.96	-0.2545	-0.4483	0.0702
11.23	-0.2549	-0.4485	0.0702
2.21	-1.0128	-1.3277	0.8979
2.67	-0.9095	-1.1765	0.8880
3.01	-0.8326	-1.0637	0.8763
3.32	-0.7562	-0.9576	0.8694
3.71	-0.6607	-0.8293	0.8663
4.05	-0.5725	-0.7107	0.8642
4.68	-0.4058	-0.4990	0.8565
5.04	-0.3097	-0.3776	0.8505
5.63	-0.1677	-0.1900	0.8383
6.29	-0.0867	-0.0928	0.8348
6.74	-0.0712	-0.0856	0.8401
7.21	-0.0586	-0.0874	0.8519
7.70	-0.0644	-0.1130	0.8647
8.35	-0.0987	-0.1747	0.8359
8.78	-0.1262	-0.2199	0.6768
9.36	-0.1623	-0.2852	0.3904
9.83	-0.1891	-0.3464	0.1815
10.36	-0.2339	-0.4250	0.0728
10.98	-0.2546	-0.4484	0.0702
11.41	-0.2550	-0.4485	0.0702
2.23	-1.0091	-1.3225	0.8978
2.52	-0.9437	-1.2271	0.8929
3.09	-0.8129	-1.0357	0.8739
3.44	-0.7274	-0.9188	0.8681
3.66	-0.6711	-0.8434	0.8666
4.18	-0.5400	-0.6686	0.8633
4.57	-0.4351	-0.5357	0.8583
5.16	-0.2769	-0.3354	0.8476
5.58	-0.1775	-0.2031	0.8391
6.26	-0.0888	-0.0947	0.8347
6.84	-0.0685	-0.0859	0.8421
7.29	-0.0574	-0.0888	0.8541
7.70	-0.0644	-0.1130	0.8647
8.26	-0.0929	-0.1646	0.8540
8.79	-0.1268	-0.2208	0.6728
9.47	-0.1684	-0.2987	0.3399
9.98	-0.1988	-0.3672	0.1270
10.52	-0.2473	-0.4404	0.0703
10.87	-0.2543	-0.4482	0.0702
11.44	-0.2551	-0.4485	0.0702
2.29	-0.9962	-1.3041	0.8974
2.59	-0.9284	-1.2048	0.8908
3.07	-0.8169	-1.0413	0.8743
3.28	-0.7665	-0.9715	0.8700
3.63	-0.6795	-0.8546	0.8668
4.18	-0.5400	-0.6686	0.8633
4.74	-0.3901	-0.4793	0.8556
5.15	-0.2790	-0.3382	0.8478
5.56	-0.1809	-0.2075	0.8393
6.09	-0.1024	-0.1088	0.8340
6.65	-0.0730	-0.0853	0.8387
7.38	-0.0567	-0.0913	0.8567
7.80	-0.0692	-0.1220	0.8667
8.18	-0.0889	-0.1573	0.8624
8.91	-0.1346	-0.2334	0.6152
9.28	-0.1576	-0.2749	0.4305
9.95	-0.1971	-0.3637	0.1353
10.40	-0.2381	-0.4297	0.0705
11.00	-0.2547	-0.4484	0.0702
11.36	-0.2550	-0.4485	0.0702
2.21	-1.0128	-1.3277	0.8979
2.62	-0.9209	-1.1935	0.8898
3.09	-0.8129	-1.0357	0.8739
3.28	-0.7665	-0.9715	0.8700
3.71	-0.6607	-0.8293	0.8663
4.05	-0.5725	-0.7107	0.8642
4.70	-0.3990	-0.4907	0.8559
5.26	-0.2508	-0.3013	0.8453
5.56	-0.1809	-0.2075	0.8393
6.08	-0.1033	-0.1097	0.8340
6.83	-0.0688	-0.0859	0.8419
7.21	-0.0586	-0.0874	0.8519
7.86	-0.0718	-0.1264	0.8676
8.33	-0.0973	-0.1721	0.8413
8.79	-0.1268	-0.2208	0.6728
9.39	-0.1642	-0.2892	0.3747
9.83	-0.1891	-0.3464	0.1815
10.55	-0.2490	-0.4420	0.0703
10.85	-0.2542	-0.4482	0.0702
11.26	-0.2549	-0.4485	0.0702
2.20	-1.0146	-1.3304	0.8979
2.51	-0.9455	-1.2300	0.8931
2.92	-0.8541	-1.0945	0.8793
3.34	-0.7521	-0.9520	0.8692
3.72	-0.6565	-0.8237	0.8662
4.18	-0.5400	-0.6686	0.8633
4.61	-0.4260	-0.5246	0.8575
5.13	-0.2855	-0.3466	0.8484
5.74	-0.1484	-0.1647	0.8367
6.10	-0.1008	-0.1070	0.8340
6.65	-0.0730	-0.0853	0.8387
7.28	-0.0576	-0.0887	0.8538
7.68	-0.0632	-0.1108	0.8641
8.41	-0.1022	-0.1807	0.8214
8.78	-0.1262	-0.2199	0.6768
9.48	-0.1693	-0.3010	0.3320
9.80	-0.1872	-0.3420	0.1948
10.52	-0.2473	-0.4404	0.0703
10.83	-0.2542	-0.4481	0.0702
11.36	-0.2550	-0.4485	0.0702
2.27	-0.9999	-1.3093	0.8976
2.69	-0.9057	-1.1710	0.8874
2.93	-0.8521	-1.0917	0.8791
3.36	-0.7459	-0.9437	0.8689
3.67	-0.6691	-0.8406	0.8665
4.05	-0.5746	-0.7136	0.8642
4.61	-0.4260	-0.5246	0.8575
5.19	-0.2703	-0.3269	0.8470
5.65	-0.1630	-0.1837	0.8379
6.17	-0.0956	-0.1015	0.8342
6.66	-0.0728	-0.0853	0.8389
7.20	-0.0588	-0.0873	0.8517
7.86	-0.0722	-0.1272	0.8677
8.43	-0.1033	-0.1824	0.8167
8.81	-0.1279	-0.2226	0.6647
9.30	-0.1590	-0.2780	0.4184
10.00	-0.2001	-0.3697	0.1215
10.45	-0.2411	-0.4337	0.0710
10.87	-0.2543	-0.4482	0.0702
11.29	-0.2549	-0.4485	0.0702
2.21	-1.0128	-1.3277	0.8979
2.59	-0.9284	-1.2048	0.8908
3.02	-0.8288	-1.0580	0.8758
3.31	-0.7583	-0.9604	0.8695
3.73	-0.6544	-0.8208	0.8662
4.12	-0.5574	-0.6910	0.8638
4.66	-0.4125	-0.5076	0.8567
5.14	-0.2834	-0.3438	0.8482
5.74	-0.1484	-0.1647	0.8367
6.21	-0.0923	-0.0982	0.8344
6.85	-0.0680	-0.0860	0.8425
7.16	-0.0599	-0.0868	0.8503
7.91	-0.0744	-0.1309	0.8684
8.21	-0.0907	-0.1605	0.8591
8.72	-0.1217	-0.2127	0.7079
9.41	-0.1655	-0.2925	0.3628
10.01	-0.2007	-0.3709	0.1189
10.47	-0.2425	-0.4354	0.0709
11.01	-0.2547	-0.4484	0.0702
11.33	-0.2550	-0.4485	0.0702
2.19	-1.0165	-1.3330	0.8979
2.67	-0.9095	-1.1765	0.8880
3.06	-0.8189	-1.0441	0.8745
3.44	-0.7274	-0.9188	0.8681
3.78	-0.6419	-0.8040	0.8658
4.12	-0.5574	-0.6910	0.8638
4.76	-0.3856	-0.4735	0.8554
5.12	-0.2899	-0.3523	0.8487
5.56	-0.1809	-0.2075	0.8393
6.14	-0.0978	-0.1037	0.8341
6.85	-0.0680	-0.0860	0.8425
7.26	-0.0579	-0.0881	0.8531
7.71	-0.0647	-0.1137	0.8648
8.29	-0.0948	-0.1678	0.8489
